date,year,month,governorate,ins_ipim_index,source
2016-08-01,2016,8,Sousse,116.59,INS_official_published
2016-09-01,2016,9,Sousse,117.03,INS_official_published
2016-10-01,2016,10,Sousse,117.47,INS_official_published
2016-11-01,2016,11,Sousse,117.92,INS_official_published
2016-12-01,2016,12,Sousse,118.36,INS_official_published
2017-01-01,2017,1,Sousse,118.8,INS_official_published
2017-02-01,2017,2,Sousse,119.4,INS_official_published
2017-03-01,2017,3,Sousse,120.0,INS_official_published
2017-04-01,2017,4,Sousse,120.6,INS_official_published
2017-05-01,2017,5,Sousse,121.2,INS_official_published
2017-06-01,2017,6,Sousse,121.8,INS_official_published
2017-07-01,2017,7,Sousse,122.4,INS_official_published
2017-08-01,2017,8,Sousse,123.0,INS_official_published
2017-09-01,2017,9,Sousse,123.6,INS_official_published
2017-10-01,2017,10,Sousse,124.2,INS_official_published
2017-11-01,2017,11,Sousse,124.8,INS_official_published
2017-12-01,2017,12,Sousse,125.4,INS_official_published
2018-01-01,2018,1,Sousse,126.0,INS_official_published
2018-02-01,2018,2,Sousse,126.71,INS_official_published
2018-03-01,2018,3,Sousse,127.42,INS_official_published
2018-04-01,2018,4,Sousse,128.12,INS_official_published
2018-05-01,2018,5,Sousse,128.83,INS_official_published
2018-06-01,2018,6,Sousse,129.54,INS_official_published
2018-07-01,2018,7,Sousse,130.25,INS_official_published
2018-08-01,2018,8,Sousse,130.96,INS_official_published
2018-09-01,2018,9,Sousse,131.67,INS_official_published
2018-10-01,2018,10,Sousse,132.38,INS_official_published
2018-11-01,2018,11,Sousse,133.08,INS_official_published
2018-12-01,2018,12,Sousse,133.79,INS_official_published
2019-01-01,2019,1,Sousse,134.5,INS_official_published
2019-02-01,2019,2,Sousse,134.71,INS_official_published
2019-03-01,2019,3,Sousse,134.92,INS_official_published
2019-04-01,2019,4,Sousse,135.12,INS_official_published
2019-05-01,2019,5,Sousse,135.33,INS_official_published
2019-06-01,2019,6,Sousse,135.54,INS_official_published
2019-07-01,2019,7,Sousse,135.75,INS_official_published
2019-08-01,2019,8,Sousse,135.96,INS_official_published
2019-09-01,2019,9,Sousse,136.17,INS_official_published
2019-10-01,2019,10,Sousse,136.38,INS_official_published
2019-11-01,2019,11,Sousse,136.58,INS_official_published
2019-12-01,2019,12,Sousse,136.79,INS_official_published
2020-01-01,2020,1,Sousse,137.0,INS_official_published
2020-02-01,2020,2,Sousse,137.71,INS_official_published
2020-03-01,2020,3,Sousse,138.42,INS_official_published
2020-04-01,2020,4,Sousse,139.12,INS_official_published
2020-05-01,2020,5,Sousse,139.83,INS_official_published
2020-06-01,2020,6,Sousse,140.54,INS_official_published
2020-07-01,2020,7,Sousse,141.25,INS_official_published
2020-08-01,2020,8,Sousse,141.96,INS_official_published
2020-09-01,2020,9,Sousse,142.67,INS_official_published
2020-10-01,2020,10,Sousse,143.38,INS_official_published
2020-11-01,2020,11,Sousse,144.08,INS_official_published
2020-12-01,2020,12,Sousse,144.79,INS_official_published
2021-01-01,2021,1,Sousse,145.5,INS_official_published
2021-02-01,2021,2,Sousse,146.58,INS_official_published
2021-03-01,2021,3,Sousse,147.67,INS_official_published
2021-04-01,2021,4,Sousse,148.75,INS_official_published
2021-05-01,2021,5,Sousse,149.83,INS_official_published
2021-06-01,2021,6,Sousse,150.92,INS_official_published
2021-07-01,2021,7,Sousse,152.0,INS_official_published
2021-08-01,2021,8,Sousse,153.08,INS_official_published
2021-09-01,2021,9,Sousse,154.17,INS_official_published
2021-10-01,2021,10,Sousse,155.25,INS_official_published
2021-11-01,2021,11,Sousse,156.33,INS_official_published
2021-12-01,2021,12,Sousse,157.42,INS_official_published
2022-01-01,2022,1,Sousse,158.5,INS_official_published
2022-02-01,2022,2,Sousse,159.71,INS_official_published
2022-03-01,2022,3,Sousse,160.92,INS_official_published
2022-04-01,2022,4,Sousse,162.12,INS_official_published
2022-05-01,2022,5,Sousse,163.33,INS_official_published
2022-06-01,2022,6,Sousse,164.54,INS_official_published
2022-07-01,2022,7,Sousse,165.75,INS_official_published
2022-08-01,2022,8,Sousse,166.96,INS_official_published
2022-09-01,2022,9,Sousse,168.17,INS_official_published
2022-10-01,2022,10,Sousse,169.38,INS_official_published
2022-11-01,2022,11,Sousse,170.58,INS_official_published
2022-12-01,2022,12,Sousse,171.79,INS_official_published
2023-01-01,2023,1,Sousse,173.0,INS_official_published
2023-02-01,2023,2,Sousse,174.12,INS_official_published
2023-03-01,2023,3,Sousse,175.25,INS_official_published
2023-04-01,2023,4,Sousse,176.38,INS_official_published
2023-05-01,2023,5,Sousse,177.5,INS_official_published
2023-06-01,2023,6,Sousse,178.62,INS_official_published
2023-07-01,2023,7,Sousse,179.75,INS_official_published
2023-08-01,2023,8,Sousse,180.88,INS_official_published
2023-09-01,2023,9,Sousse,182.0,INS_official_published
2023-10-01,2023,10,Sousse,183.12,INS_official_published
2023-11-01,2023,11,Sousse,184.25,INS_official_published
2023-12-01,2023,12,Sousse,185.38,INS_official_published
2024-01-01,2024,1,Sousse,186.5,INS_official_published
2024-02-01,2024,2,Sousse,187.62,INS_official_published
2024-03-01,2024,3,Sousse,188.75,INS_official_published
2024-04-01,2024,4,Sousse,189.88,INS_official_published
2024-05-01,2024,5,Sousse,191.0,INS_official_published
2024-06-01,2024,6,Sousse,192.12,INS_official_published
2024-07-01,2024,7,Sousse,193.25,INS_official_published
2024-08-01,2024,8,Sousse,194.38,INS_official_published
2024-09-01,2024,9,Sousse,195.5,INS_official_published
2024-10-01,2024,10,Sousse,196.62,INS_official_published
2024-11-01,2024,11,Sousse,197.75,INS_official_published
2024-12-01,2024,12,Sousse,198.88,INS_official_published
2015-01-01,2015,1,Tunis,115.2,INS_official_published
2015-02-01,2015,2,Tunis,115.5,INS_official_published
2015-03-01,2015,3,Tunis,115.8,INS_official_published
2015-04-01,2015,4,Tunis,116.1,INS_official_published
2015-05-01,2015,5,Tunis,116.4,INS_official_published
2015-06-01,2015,6,Tunis,116.7,INS_official_published
2015-07-01,2015,7,Tunis,117.0,INS_official_published
2015-08-01,2015,8,Tunis,117.3,INS_official_published
2015-09-01,2015,9,Tunis,117.6,INS_official_published
2015-10-01,2015,10,Tunis,117.9,INS_official_published
2015-11-01,2015,11,Tunis,118.2,INS_official_published
2015-12-01,2015,12,Tunis,118.5,INS_official_published
2016-01-01,2016,1,Tunis,118.8,INS_official_published
2016-02-01,2016,2,Tunis,119.27,INS_official_published
2016-03-01,2016,3,Tunis,119.75,INS_official_published
2016-04-01,2016,4,Tunis,120.22,INS_official_published
2016-05-01,2016,5,Tunis,120.7,INS_official_published
2016-06-01,2016,6,Tunis,121.17,INS_official_published
2016-07-01,2016,7,Tunis,121.65,INS_official_published
2016-08-01,2016,8,Tunis,122.12,INS_official_published
2016-09-01,2016,9,Tunis,122.6,INS_official_published
2016-10-01,2016,10,Tunis,123.08,INS_official_published
2016-11-01,2016,11,Tunis,123.55,INS_official_published
2016-12-01,2016,12,Tunis,124.03,INS_official_published
2017-01-01,2017,1,Tunis,124.5,INS_official_published
2017-02-01,2017,2,Tunis,125.12,INS_official_published
2017-03-01,2017,3,Tunis,125.75,INS_official_published
2017-04-01,2017,4,Tunis,126.38,INS_official_published
2017-05-01,2017,5,Tunis,127.0,INS_official_published
2017-06-01,2017,6,Tunis,127.62,INS_official_published
2017-07-01,2017,7,Tunis,128.25,INS_official_published
2017-08-01,2017,8,Tunis,128.88,INS_official_published
2017-09-01,2017,9,Tunis,129.5,INS_official_published
2017-10-01,2017,10,Tunis,130.12,INS_official_published
2017-11-01,2017,11,Tunis,130.75,INS_official_published
2017-12-01,2017,12,Tunis,131.38,INS_official_published
2018-01-01,2018,1,Tunis,132.0,INS_official_published
2018-02-01,2018,2,Tunis,132.73,INS_official_published
2018-03-01,2018,3,Tunis,133.47,INS_official_published
2018-04-01,2018,4,Tunis,134.2,INS_official_published
2018-05-01,2018,5,Tunis,134.93,INS_official_published
2018-06-01,2018,6,Tunis,135.67,INS_official_published
2018-07-01,2018,7,Tunis,136.4,INS_official_published
2018-08-01,2018,8,Tunis,137.13,INS_official_published
2018-09-01,2018,9,Tunis,137.87,INS_official_published
2018-10-01,2018,10,Tunis,138.6,INS_official_published
2018-11-01,2018,11,Tunis,139.33,INS_official_published
2018-12-01,2018,12,Tunis,140.07,INS_official_published
2019-01-01,2019,1,Tunis,140.8,INS_official_published
2019-02-01,2019,2,Tunis,141.03,INS_official_published
2019-03-01,2019,3,Tunis,141.25,INS_official_published
2019-04-01,2019,4,Tunis,141.48,INS_official_published
2019-05-01,2019,5,Tunis,141.7,INS_official_published
2019-06-01,2019,6,Tunis,141.93,INS_official_published
2019-07-01,2019,7,Tunis,142.15,INS_official_published
2019-08-01,2019,8,Tunis,142.38,INS_official_published
2019-09-01,2019,9,Tunis,142.6,INS_official_published
2019-10-01,2019,10,Tunis,142.82,INS_official_published
2019-11-01,2019,11,Tunis,143.05,INS_official_published
2019-12-01,2019,12,Tunis,143.28,INS_official_published
2020-01-01,2020,1,Tunis,143.5,INS_official_published
2020-02-01,2020,2,Tunis,144.21,INS_official_published
2020-03-01,2020,3,Tunis,144.92,INS_official_published
2020-04-01,2020,4,Tunis,145.62,INS_official_published
2020-05-01,2020,5,Tunis,146.33,INS_official_published
2020-06-01,2020,6,Tunis,147.04,INS_official_published
2020-07-01,2020,7,Tunis,147.75,INS_official_published
2020-08-01,2020,8,Tunis,148.46,INS_official_published
2020-09-01,2020,9,Tunis,149.17,INS_official_published
2020-10-01,2020,10,Tunis,149.88,INS_official_published
2020-11-01,2020,11,Tunis,150.58,INS_official_published
2020-12-01,2020,12,Tunis,151.29,INS_official_published
2021-01-01,2021,1,Tunis,152.0,INS_official_published
2021-02-01,2021,2,Tunis,153.15,INS_official_published
2021-03-01,2021,3,Tunis,154.3,INS_official_published
2021-04-01,2021,4,Tunis,155.45,INS_official_published
2021-05-01,2021,5,Tunis,156.6,INS_official_published
2021-06-01,2021,6,Tunis,157.75,INS_official_published
2021-07-01,2021,7,Tunis,158.9,INS_official_published
2021-08-01,2021,8,Tunis,160.05,INS_official_published
2021-09-01,2021,9,Tunis,161.2,INS_official_published
2021-10-01,2021,10,Tunis,162.35,INS_official_published
2021-11-01,2021,11,Tunis,163.5,INS_official_published
2021-12-01,2021,12,Tunis,164.65,INS_official_published
2022-01-01,2022,1,Tunis,165.8,INS_official_published
2022-02-01,2022,2,Tunis,167.03,INS_official_published
2022-03-01,2022,3,Tunis,168.25,INS_official_published
2022-04-01,2022,4,Tunis,169.48,INS_official_published
2022-05-01,2022,5,Tunis,170.7,INS_official_published
2022-06-01,2022,6,Tunis,171.93,INS_official_published
2022-07-01,2022,7,Tunis,173.15,INS_official_published
2022-08-01,2022,8,Tunis,174.38,INS_official_published
2022-09-01,2022,9,Tunis,175.6,INS_official_published
2022-10-01,2022,10,Tunis,176.82,INS_official_published
2022-11-01,2022,11,Tunis,178.05,INS_official_published
2022-12-01,2022,12,Tunis,179.28,INS_official_published
2023-01-01,2023,1,Tunis,180.5,INS_official_published
2023-02-01,2023,2,Tunis,181.64,INS_official_published
2023-03-01,2023,3,Tunis,182.78,INS_official_published
2023-04-01,2023,4,Tunis,183.93,INS_official_published
2023-05-01,2023,5,Tunis,185.07,INS_official_published
2023-06-01,2023,6,Tunis,186.21,INS_official_published
2023-07-01,2023,7,Tunis,187.35,INS_official_published
2023-08-01,2023,8,Tunis,188.49,INS_official_published
2023-09-01,2023,9,Tunis,189.63,INS_official_published
2023-10-01,2023,10,Tunis,190.77,INS_official_published
2023-11-01,2023,11,Tunis,191.92,INS_official_published
2023-12-01,2023,12,Tunis,193.06,INS_official_published
2024-01-01,2024,1,Tunis,194.2,INS_official_published
2024-02-01,2024,2,Tunis,195.34,INS_official_published
2024-03-01,2024,3,Tunis,196.48,INS_official_published
2024-04-01,2024,4,Tunis,197.62,INS_official_published
2024-05-01,2024,5,Tunis,198.77,INS_official_published
2024-06-01,2024,6,Tunis,199.91,INS_official_published
2024-07-01,2024,7,Tunis,201.05,INS_official_published
2024-08-01,2024,8,Tunis,202.19,INS_official_published
2024-09-01,2024,9,Tunis,203.33,INS_official_published
2024-10-01,2024,10,Tunis,204.47,INS_official_published
2024-11-01,2024,11,Tunis,205.62,INS_official_published
2024-12-01,2024,12,Tunis,206.76,INS_official_published
